timestamp,feeder,load,loss,voltage,current,power_factor,temperature,humidity
2024-01-01 04:00:00,SITE Area Feeder,7.049,1.224,11.08,367.37,0.894,15.5,66.9
2024-01-01 04:00:00,Military Road Feeder,6.187,0.953,11.08,322.41,0.911,15.1,64.6
2024-01-01 04:00:00,Barrage Colony Feeder,4.93,0.793,11.12,255.85,0.933,15.0,73.6
2024-01-01 04:00:00,Shikarpur Road Feeder,4.464,0.647,11.08,232.57,0.923,15.0,68.9
2024-01-01 04:00:00,Old Sukkur Residential Feeder,3.622,0.426,10.84,192.98,0.895,14.9,68.0
2024-01-01 05:00:00,Civil Hospital Feeder,4.049,0.168,10.81,216.16,0.927,15.7,66.5
2024-01-01 05:00:00,Airport Road Feeder,6.589,0.871,11.11,342.46,0.848,13.5,71.0
2024-01-01 05:00:00,Rohri Industrial Feeder,10.225,1.371,11.05,534.03,0.914,13.7,70.2
2024-01-01 05:00:00,SITE Area Feeder,8.231,0.924,11.12,427.41,0.855,13.4,69.7
2024-01-01 05:00:00,Military Road Feeder,5.91,0.715,10.87,313.95,0.84,16.7,71.4
2024-01-01 05:00:00,Barrage Colony Feeder,4.609,0.698,11.06,240.52,0.856,19.2,74.2
2024-01-01 05:00:00,Shikarpur Road Feeder,3.429,0.396,11.1,178.29,0.822,14.0,69.2
2024-01-01 05:00:00,Old Sukkur Residential Feeder,3.956,0.355,11.0,207.72,0.882,14.5,65.1
2024-01-01 06:00:00,Civil Hospital Feeder,8.308,0.351,10.95,438.08,0.901,12.1,74.8
2024-01-01 06:00:00,Airport Road Feeder,10.756,1.569,10.87,571.57,0.829,14.6,70.4
2024-01-01 06:00:00,Rohri Industrial Feeder,16.708,2.298,10.96,880.51,0.904,15.3,78.6
2024-01-01 06:00:00,SITE Area Feeder,11.175,1.946,10.95,589.0,0.945,14.0,70.9
2024-01-01 06:00:00,Military Road Feeder,9.401,0.774,11.13,487.85,0.857,14.1,71.5
2024-01-01 06:00:00,Barrage Colony Feeder,8.181,1.169,11.15,423.6,0.916,13.7,73.6
2024-01-01 06:00:00,Shikarpur Road Feeder,6.464,1.039,11.2,333.33,0.874,13.6,75.2
2024-01-01 06:00:00,Old Sukkur Residential Feeder,5.198,0.593,11.17,268.6,0.932,18.1,68.4
2024-01-01 07:00:00,Civil Hospital Feeder,7.441,0.486,11.13,385.99,0.862,15.5,69.2
2024-01-01 07:00:00,Airport Road Feeder,11.263,0.913,11.16,582.55,0.832,15.6,69.6
2024-01-01 07:00:00,Rohri Industrial Feeder,16.213,2.321,10.98,852.54,0.858,16.2,74.9
2024-01-01 07:00:00,SITE Area Feeder,11.704,1.817,11.12,607.87,0.923,15.0,66.5
2024-01-01 07:00:00,Military Road Feeder,8.996,1.117,11.16,465.62,0.866,13.6,72.6
2024-01-01 07:00:00,Barrage Colony Feeder,9.156,0.825,10.83,487.92,0.911,14.1,71.0
2024-01-01 07:00:00,Shikarpur Road Feeder,5.764,0.93,11.18,297.7,0.948,12.2,67.5
2024-01-01 07:00:00,Old Sukkur Residential Feeder,5.783,0.511,11.11,300.51,0.893,16.7,69.5
2024-01-01 08:00:00,Civil Hospital Feeder,7.607,0.483,10.82,405.79,0.835,13.0,71.4
2024-01-01 08:00:00,Airport Road Feeder,10.254,1.585,11.03,536.56,0.945,12.1,66.7
2024-01-01 08:00:00,Rohri Industrial Feeder,15.816,2.789,10.8,845.14,0.946,15.9,71.0
2024-01-01 08:00:00,SITE Area Feeder,12.551,1.097,11.02,657.45,0.946,19.6,71.7
2024-01-01 08:00:00,Military Road Feeder,8.743,1.248,11.03,457.46,0.937,18.7,78.9
2024-01-01 08:00:00,Barrage Colony Feeder,8.127,0.876,10.88,431.43,0.88,17.1,62.9
2024-01-01 08:00:00,Shikarpur Road Feeder,5.602,0.904,11.07,292.04,0.841,15.7,64.8
2024-01-01 08:00:00,Old Sukkur Residential Feeder,5.925,1.027,11.15,306.87,0.826,14.9,69.0
2024-01-01 09:00:00,Civil Hospital Feeder,8.542,0.756,11.14,442.82,0.929,12.8,60.3
2024-01-01 09:00:00,Airport Road Feeder,11.341,1.217,10.82,605.01,0.932,15.0,70.3
2024-01-01 09:00:00,Rohri Industrial Feeder,17.418,2.178,10.85,926.69,0.944,16.2,64.6
2024-01-01 09:00:00,SITE Area Feeder,14.237,2.095,11.05,744.05,0.867,15.7,67.1
2024-01-01 09:00:00,Military Road Feeder,10.677,1.41,11.14,553.32,0.892,15.2,74.2
2024-01-01 09:00:00,Barrage Colony Feeder,9.485,1.142,10.85,504.57,0.824,16.3,75.6
2024-01-01 09:00:00,Shikarpur Road Feeder,6.593,0.617,10.81,352.28,0.866,16.4,63.2
2024-01-01 09:00:00,Old Sukkur Residential Feeder,6.374,0.789,11.16,329.71,0.865,18.0,70.4
2024-01-01 10:00:00,Civil Hospital Feeder,9.108,0.797,10.86,484.28,0.94,12.2,63.3
2024-01-01 10:00:00,Airport Road Feeder,11.848,1.492,11.19,611.21,0.884,17.2,64.4
2024-01-01 10:00:00,Rohri Industrial Feeder,17.712,1.645,10.85,942.39,0.84,14.8,71.6
2024-01-01 10:00:00,SITE Area Feeder,13.204,1.296,10.94,696.95,0.937,19.1,68.8
2024-01-01 10:00:00,Military Road Feeder,9.678,0.814,10.87,514.16,0.856,14.0,69.7
2024-01-01 10:00:00,Barrage Colony Feeder,8.915,0.897,10.95,470.22,0.885,14.8,70.3
2024-01-01 10:00:00,Shikarpur Road Feeder,7.111,0.627,11.15,368.24,0.94,17.4,69.7
2024-01-01 10:00:00,Old Sukkur Residential Feeder,5.875,0.944,11.1,305.58,0.844,13.9,65.2
2024-01-01 11:00:00,Civil Hospital Feeder,9.425,0.595,11.1,490.29,0.825,14.4,73.5
2024-01-01 11:00:00,Airport Road Feeder,11.289,1.914,11.0,592.27,0.889,14.7,66.3
2024-01-01 11:00:00,Rohri Industrial Feeder,16.377,1.751,10.95,863.42,0.823,15.4,65.9
2024-01-01 11:00:00,SITE Area Feeder,13.404,1.511,10.85,713.39,0.936,18.4,73.6
2024-01-01 11:00:00,Military Road Feeder,9.898,0.878,11.01,518.78,0.896,18.0,68.4
2024-01-01 11:00:00,Barrage Colony Feeder,10.158,0.942,10.91,537.38,0.867,16.9,77.8
2024-01-01 11:00:00,Shikarpur Road Feeder,6.442,0.581,10.86,342.42,0.852,16.1,68.6
2024-01-01 11:00:00,Old Sukkur Residential Feeder,5.817,0.631,10.87,308.98,0.937,15.1,66.8
2024-01-01 12:00:00,Civil Hospital Feeder,8.531,0.511,11.19,440.26,0.933,14.9,67.8
2024-01-01 12:00:00,Airport Road Feeder,12.335,1.198,11.07,643.48,0.941,19.1,76.6
2024-01-01 12:00:00,Rohri Industrial Feeder,18.662,1.842,10.93,985.84,0.875,13.5,63.6
2024-01-01 12:00:00,SITE Area Feeder,13.896,1.271,11.04,726.42,0.858,12.7,71.2
2024-01-01 12:00:00,Military Road Feeder,11.293,0.962,10.93,596.29,0.837,11.8,74.1
2024-01-01 12:00:00,Barrage Colony Feeder,9.132,0.963,11.07,476.18,0.919,13.6,79.9
2024-01-01 12:00:00,Shikarpur Road Feeder,6.311,1.092,11.13,327.33,0.945,12.9,71.6
2024-01-01 12:00:00,Old Sukkur Residential Feeder,5.76,1.001,10.87,305.85,0.829,16.0,76.4
2024-01-01 13:00:00,Civil Hospital Feeder,8.365,0.419,10.87,444.5,0.841,15.2,72.3
2024-01-01 13:00:00,Airport Road Feeder,12.503,1.654,10.94,659.61,0.934,17.4,68.5
2024-01-01 13:00:00,Rohri Industrial Feeder,15.988,2.019,10.92,845.28,0.917,13.0,63.8
2024-01-01 13:00:00,SITE Area Feeder,13.873,2.358,10.95,731.25,0.891,15.5,73.2
2024-01-01 13:00:00,Military Road Feeder,9.162,0.861,11.12,475.8,0.901,17.3,74.0
2024-01-01 13:00:00,Barrage Colony Feeder,9.445,1.5,10.86,502.11,0.861,16.7,66.7
2024-01-01 13:00:00,Shikarpur Road Feeder,6.956,1.087,11.15,360.17,0.864,14.0,75.3
2024-01-01 13:00:00,Old Sukkur Residential Feeder,5.808,0.552,10.89,307.85,0.914,16.7,75.5
2024-01-01 14:00:00,Civil Hospital Feeder,8.592,0.492,10.87,456.24,0.938,18.8,63.0
2024-01-01 14:00:00,Airport Road Feeder,12.779,1.613,11.18,660.01,0.84,15.4,80.7
2024-01-01 14:00:00,Rohri Industrial Feeder,17.64,2.95,11.17,911.54,0.893,15.1,72.0
2024-01-01 14:00:00,SITE Area Feeder,14.019,2.113,10.86,745.21,0.895,12.3,77.7
2024-01-01 14:00:00,Military Road Feeder,9.993,1.724,10.98,525.46,0.835,15.2,70.3
2024-01-01 14:00:00,Barrage Colony Feeder,9.926,1.381,10.96,522.91,0.827,17.1,67.8
2024-01-01 14:00:00,Shikarpur Road Feeder,7.229,1.243,10.94,381.57,0.865,10.4,68.8
2024-01-01 14:00:00,Old Sukkur Residential Feeder,6.442,0.66,10.98,338.68,0.838,15.0,64.8
2024-01-01 15:00:00,Civil Hospital Feeder,9.56,0.66,11.05,499.35,0.822,14.7,66.0
2024-01-01 15:00:00,Airport Road Feeder,13.323,2.346,10.86,708.35,0.874,20.1,70.4
2024-01-01 15:00:00,Rohri Industrial Feeder,19.533,1.973,11.16,1010.57,0.847,15.0,80.4
2024-01-01 15:00:00,SITE Area Feeder,14.407,1.247,11.11,748.69,0.879,9.7,74.5
2024-01-01 15:00:00,Military Road Feeder,11.468,1.095,10.87,608.93,0.932,10.9,69.5
2024-01-01 15:00:00,Barrage Colony Feeder,10.553,1.13,11.06,551.0,0.873,16.9,75.2
2024-01-01 15:00:00,Shikarpur Road Feeder,7.844,0.643,10.84,417.7,0.924,12.7,72.1
2024-01-01 15:00:00,Old Sukkur Residential Feeder,6.191,0.643,10.84,329.73,0.852,16.4,71.9
2024-01-01 16:00:00,Civil Hospital Feeder,9.064,0.455,10.92,479.36,0.937,17.3,71.4
2024-01-01 16:00:00,Airport Road Feeder,12.263,1.498,11.16,634.57,0.926,12.5,66.8
2024-01-01 16:00:00,Rohri Industrial Feeder,20.704,2.211,11.05,1081.81,0.873,11.5,61.8
2024-01-01 16:00:00,SITE Area Feeder,16.37,1.792,11.18,845.41,0.919,16.9,70.0
2024-01-01 16:00:00,Military Road Feeder,10.677,0.878,10.91,565.13,0.89,17.7,64.7
2024-01-01 16:00:00,Barrage Colony Feeder,10.655,1.001,11.13,552.53,0.948,12.4,70.5
2024-01-01 16:00:00,Shikarpur Road Feeder,7.021,0.951,11.06,366.48,0.928,16.1,71.1
2024-01-01 16:00:00,Old Sukkur Residential Feeder,6.802,0.953,11.07,354.86,0.843,14.7,73.3
2024-01-01 17:00:00,Civil Hospital Feeder,9.381,0.453,11.1,488.14,0.831,10.3,64.4
2024-01-01 17:00:00,Airport Road Feeder,13.362,1.589,10.92,706.75,0.866,13.0,74.3
2024-01-01 17:00:00,Rohri Industrial Feeder,18.666,2.732,11.17,964.37,0.915,20.3,72.5
2024-01-01 17:00:00,SITE Area Feeder,14.119,1.202,11.0,741.15,0.898,17.3,67.3
2024-01-01 17:00:00,Military Road Feeder,10.827,1.611,10.97,569.62,0.852,18.5,72.1
2024-01-01 17:00:00,Barrage Colony Feeder,10.555,1.578,10.91,558.64,0.897,13.5,69.1
2024-01-01 17:00:00,Shikarpur Road Feeder,7.565,0.745,11.02,396.46,0.933,16.2,73.4
2024-01-01 17:00:00,Old Sukkur Residential Feeder,6.692,0.976,11.08,348.82,0.93,14.9,63.5
2024-01-01 18:00:00,Civil Hospital Feeder,11.004,0.753,11.17,568.94,0.824,15.4,65.8
2024-01-01 18:00:00,Airport Road Feeder,15.68,2.704,11.19,809.13,0.943,17.3,69.8
2024-01-01 18:00:00,Rohri Industrial Feeder,22.496,3.664,10.81,1200.95,0.898,16.8,68.4
2024-01-01 18:00:00,SITE Area Feeder,17.606,1.544,11.08,917.54,0.864,14.5,70.7
2024-01-01 18:00:00,Military Road Feeder,12.937,2.058,10.93,683.51,0.901,11.1,71.2
2024-01-01 18:00:00,Barrage Colony Feeder,12.517,1.293,10.81,668.51,0.933,16.4,70.3
2024-01-01 18:00:00,Shikarpur Road Feeder,9.339,1.123,10.99,490.55,0.902,13.6,68.3
2024-01-01 18:00:00,Old Sukkur Residential Feeder,8.074,0.986,11.1,420.16,0.851,14.4,66.9
2024-01-01 19:00:00,Civil Hospital Feeder,10.393,0.438,10.81,555.24,0.948,12.9,62.4
2024-01-01 19:00:00,Airport Road Feeder,14.552,2.153,10.89,771.7,0.943,17.0,69.3
2024-01-01 19:00:00,Rohri Industrial Feeder,22.87,3.233,10.87,1215.1,0.949,16.3,74.8
2024-01-01 19:00:00,SITE Area Feeder,18.957,2.489,10.89,1004.85,0.843,13.8,67.9
2024-01-01 19:00:00,Military Road Feeder,12.412,1.065,11.19,640.52,0.935,17.4,68.6
2024-01-01 19:00:00,Barrage Colony Feeder,11.537,1.798,11.08,601.23,0.84,13.9,72.6
2024-01-01 19:00:00,Shikarpur Road Feeder,8.982,1.251,11.03,470.08,0.832,12.0,68.7
2024-01-01 19:00:00,Old Sukkur Residential Feeder,7.813,0.726,11.16,404.38,0.944,15.6,71.5
2024-01-01 20:00:00,Civil Hospital Feeder,11.101,0.671,10.95,585.35,0.854,19.0,70.0
2024-01-01 20:00:00,Airport Road Feeder,15.68,1.381,10.89,831.45,0.909,8.0,66.6
2024-01-01 20:00:00,Rohri Industrial Feeder,23.52,2.7,11.07,1226.54,0.894,15.7,72.5
2024-01-01 20:00:00,SITE Area Feeder,17.571,2.807,11.06,916.97,0.931,15.8,73.0
2024-01-01 20:00:00,Military Road Feeder,12.982,1.921,11.05,678.44,0.918,16.7,69.4
2024-01-01 20:00:00,Barrage Colony Feeder,12.164,1.381,11.1,632.82,0.841,15.8,71.7
2024-01-01 20:00:00,Shikarpur Road Feeder,8.832,0.96,11.05,461.62,0.948,15.0,64.7
2024-01-01 20:00:00,Old Sukkur Residential Feeder,7.862,1.127,11.02,412.06,0.921,15.5,68.5
2024-01-01 21:00:00,Civil Hospital Feeder,11.05,0.791,11.17,570.98,0.833,15.1,70.8
2024-01-01 21:00:00,Airport Road Feeder,15.522,1.347,10.92,820.62,0.912,15.3,67.3
2024-01-01 21:00:00,Rohri Industrial Feeder,23.52,1.989,11.15,1218.02,0.947,12.0,71.6
2024-01-01 21:00:00,SITE Area Feeder,17.455,1.439,10.81,932.33,0.862,18.1,69.9
2024-01-01 21:00:00,Military Road Feeder,12.453,1.337,11.2,642.0,0.875,18.8,65.2
2024-01-01 21:00:00,Barrage Colony Feeder,12.01,1.915,11.08,625.93,0.849,15.5,67.9
2024-01-01 21:00:00,Shikarpur Road Feeder,8.463,1.482,10.86,449.91,0.876,16.7,69.7
2024-01-01 21:00:00,Old Sukkur Residential Feeder,7.828,1.126,10.96,412.41,0.856,14.9,71.1
2024-01-01 22:00:00,Civil Hospital Feeder,10.718,0.445,11.06,559.48,0.868,15.7,69.8
2024-01-01 22:00:00,Airport Road Feeder,15.68,2.773,10.87,832.51,0.933,16.4,73.0
2024-01-01 22:00:00,Rohri Industrial Feeder,23.329,3.327,10.85,1241.09,0.824,16.2,70.9
2024-01-01 22:00:00,SITE Area Feeder,18.319,2.925,10.99,962.14,0.835,15.7,67.1
2024-01-01 22:00:00,Military Road Feeder,12.051,1.557,10.83,642.72,0.896,14.4,73.5
2024-01-01 22:00:00,Barrage Colony Feeder,11.784,1.308,10.98,619.51,0.822,14.7,67.4
2024-01-01 22:00:00,Shikarpur Road Feeder,9.777,1.067,11.08,509.53,0.932,14.0,66.2
2024-01-01 22:00:00,Old Sukkur Residential Feeder,7.624,0.794,11.19,393.2,0.839,19.8,70.0
2024-01-01 23:00:00,Civil Hospital Feeder,5.032,0.283,11.01,263.96,0.831,18.6,69.0
2024-01-01 23:00:00,Airport Road Feeder,6.738,0.592,10.96,354.98,0.837,18.6,72.7
2024-01-01 23:00:00,Rohri Industrial Feeder,9.67,0.936,10.84,514.97,0.903,16.1,77.4
2024-01-01 23:00:00,SITE Area Feeder,8.172,1.365,11.09,425.59,0.924,17.1,68.0
2024-01-01 23:00:00,Military Road Feeder,6.317,0.791,11.06,329.82,0.888,15.4,68.6
2024-01-01 23:00:00,Barrage Colony Feeder,5.472,0.471,10.9,289.89,0.841,14.4,71.8
2024-01-01 23:00:00,Shikarpur Road Feeder,4.144,0.604,11.0,217.5,0.892,13.9,66.4
2024-01-01 23:00:00,Old Sukkur Residential Feeder,3.621,0.65,11.19,186.82,0.905,16.2,66.0
2024-01-02 00:00:00,Civil Hospital Feeder,4.7,0.359,11.1,244.52,0.875,11.7,65.2
2024-01-02 00:00:00,Airport Road Feeder,5.911,1.057,10.82,315.52,0.933,11.9,78.1
2024-01-02 00:00:00,Rohri Industrial Feeder,10.09,1.688,11.16,521.96,0.875,18.6,72.7
2024-01-02 00:00:00,SITE Area Feeder,6.818,1.167,10.88,361.64,0.901,17.8,73.2
2024-01-02 00:00:00,Military Road Feeder,5.859,1.001,10.87,311.13,0.851,13.6,70.0
2024-01-02 00:00:00,Barrage Colony Feeder,5.932,0.621,11.15,307.22,0.878,10.5,71.1
2024-01-02 00:00:00,Shikarpur Road Feeder,3.556,0.424,11.19,183.52,0.854,15.6,64.9
2024-01-02 00:00:00,Old Sukkur Residential Feeder,3.743,0.589,10.85,199.13,0.946,11.9,69.0
2024-01-02 01:00:00,Civil Hospital Feeder,3.919,0.241,10.9,207.58,0.9,15.5,66.8
2024-01-02 01:00:00,Airport Road Feeder,7.102,0.687,10.81,379.15,0.916,14.4,78.4
2024-01-02 01:00:00,Rohri Industrial Feeder,10.528,1.459,11.15,545.28,0.847,15.9,68.8
2024-01-02 01:00:00,SITE Area Feeder,7.536,0.646,11.01,395.07,0.942,16.5,69.8
2024-01-02 01:00:00,Military Road Feeder,5.697,0.479,10.86,302.91,0.948,11.0,70.7
2024-01-02 01:00:00,Barrage Colony Feeder,5.59,0.932,10.98,293.89,0.887,19.2,69.6
2024-01-02 01:00:00,Shikarpur Road Feeder,4.348,0.436,11.07,226.8,0.946,12.9,71.2
2024-01-02 01:00:00,Old Sukkur Residential Feeder,3.2,0.398,11.15,165.72,0.843,16.7,72.1
2024-01-02 02:00:00,Civil Hospital Feeder,4.873,0.345,11.15,252.39,0.894,15.7,74.5
2024-01-02 02:00:00,Airport Road Feeder,7.502,0.762,11.06,391.48,0.871,13.5,71.3
2024-01-02 02:00:00,Rohri Industrial Feeder,11.089,1.755,11.03,580.61,0.916,14.5,69.1
2024-01-02 02:00:00,SITE Area Feeder,8.596,0.969,11.07,448.44,0.925,16.4,72.7
2024-01-02 02:00:00,Military Road Feeder,6.303,0.58,11.02,330.28,0.821,14.5,65.7
2024-01-02 02:00:00,Barrage Colony Feeder,4.691,0.561,11.08,244.48,0.871,11.9,68.9
2024-01-02 02:00:00,Shikarpur Road Feeder,3.508,0.306,11.04,183.43,0.907,13.8,67.4
2024-01-02 02:00:00,Old Sukkur Residential Feeder,4.071,0.48,11.15,210.86,0.887,14.1,70.0
2024-01-02 03:00:00,Civil Hospital Feeder,4.318,0.298,11.01,226.34,0.899,11.9,72.8
2024-01-02 03:00:00,Airport Road Feeder,7.135,1.083,11.18,368.38,0.822,16.5,71.2
2024-01-02 03:00:00,Rohri Industrial Feeder,10.278,0.884,11.17,531.07,0.866,14.9,70.0
2024-01-02 03:00:00,SITE Area Feeder,7.256,0.767,10.91,383.84,0.86,15.4,75.7
2024-01-02 03:00:00,Military Road Feeder,6.117,0.927,10.91,323.74,0.874,11.9,69.6
2024-01-02 03:00:00,Barrage Colony Feeder,5.299,0.785,10.87,281.41,0.888,13.8,71.4
2024-01-02 03:00:00,Shikarpur Road Feeder,3.403,0.6,10.99,178.72,0.925,15.9,67.8
2024-01-02 03:00:00,Old Sukkur Residential Feeder,3.414,0.489,11.18,176.29,0.898,15.1,70.3
2024-01-02 04:00:00,Civil Hospital Feeder,4.511,0.273,11.14,233.87,0.937,13.7,65.1
2024-01-02 04:00:00,Airport Road Feeder,6.374,1.007,10.91,337.3,0.927,18.6,66.8
2024-01-02 04:00:00,Rohri Industrial Feeder,10.4,1.302,11.03,544.14,0.842,13.4,72.7
2024-01-02 04:00:00,SITE Area Feeder,8.211,0.835,10.84,437.39,0.823,17.4,76.6
2024-01-02 04:00:00,Military Road Feeder,4.89,0.582,11.04,255.75,0.885,15.5,66.9
2024-01-02 04:00:00,Barrage Colony Feeder,6.154,0.756,11.09,320.45,0.91,15.6,68.0
2024-01-02 04:00:00,Shikarpur Road Feeder,3.393,0.298,10.83,180.79,0.936,16.1,67.8
2024-01-02 04:00:00,Old Sukkur Residential Feeder,3.09,0.317,10.94,163.06,0.829,13.5,70.2
2024-01-02 05:00:00,Civil Hospital Feeder,4.545,0.382,11.06,237.25,0.889,16.4,65.4
2024-01-02 05:00:00,Airport Road Feeder,6.05,0.889,11.2,311.91,0.906,18.3,71.8
2024-01-02 05:00:00,Rohri Industrial Feeder,9.55,1.301,11.18,493.03,0.843,14.9,66.2
2024-01-02 05:00:00,SITE Area Feeder,8.362,1.117,10.84,445.41,0.879,13.5,75.1
2024-01-02 05:00:00,Military Road Feeder,6.204,1.071,10.89,328.78,0.872,16.2,70.4
2024-01-02 05:00:00,Barrage Colony Feeder,5.746,0.943,11.01,301.34,0.901,15.4,68.9
2024-01-02 05:00:00,Shikarpur Road Feeder,4.007,0.634,11.08,208.75,0.825,14.7,65.8
2024-01-02 05:00:00,Old Sukkur Residential Feeder,3.128,0.363,10.84,166.67,0.942,11.3,72.1
2024-01-02 06:00:00,Civil Hospital Feeder,7.146,0.47,11.17,369.42,0.885,10.7,70.4
2024-01-02 06:00:00,Airport Road Feeder,10.691,1.262,11.15,553.52,0.933,16.1,72.5
2024-01-02 06:00:00,Rohri Industrial Feeder,15.669,1.885,10.87,832.28,0.91,14.5,70.2
2024-01-02 06:00:00,SITE Area Feeder,12.536,1.806,11.13,650.32,0.837,19.9,68.9
2024-01-02 06:00:00,Military Road Feeder,8.633,1.125,10.96,454.81,0.839,16.1,67.7
2024-01-02 06:00:00,Barrage Colony Feeder,8.422,0.695,10.85,447.97,0.945,16.0,70.3
2024-01-02 06:00:00,Shikarpur Road Feeder,5.64,0.737,10.98,296.68,0.834,13.7,65.3
2024-01-02 06:00:00,Old Sukkur Residential Feeder,5.555,0.789,11.06,289.98,0.84,13.6,69.9
2024-01-02 07:00:00,Civil Hospital Feeder,7.375,0.407,10.84,392.79,0.91,14.2,70.2
2024-01-02 07:00:00,Airport Road Feeder,10.313,1.853,11.13,535.18,0.9,16.9,64.2
2024-01-02 07:00:00,Rohri Industrial Feeder,13.827,1.287,11.15,715.66,0.878,16.9,68.1
2024-01-02 07:00:00,SITE Area Feeder,11.722,1.423,11.13,608.01,0.915,13.8,59.8
2024-01-02 07:00:00,Military Road Feeder,8.685,1.16,10.89,460.63,0.822,15.8,66.1
2024-01-02 07:00:00,Barrage Colony Feeder,8.496,1.145,10.98,446.66,0.93,14.9,66.4
2024-01-02 07:00:00,Shikarpur Road Feeder,6.116,0.94,10.99,321.28,0.869,13.2,66.6
2024-01-02 07:00:00,Old Sukkur Residential Feeder,4.692,0.744,11.16,242.81,0.944,13.7,74.3
2024-01-02 08:00:00,Civil Hospital Feeder,7.357,0.604,10.82,392.75,0.937,18.7,78.7
2024-01-02 08:00:00,Airport Road Feeder,10.387,1.516,11.16,537.44,0.903,13.7,70.8
2024-01-02 08:00:00,Rohri Industrial Feeder,15.053,2.314,11.0,789.73,0.908,15.1,68.7
2024-01-02 08:00:00,SITE Area Feeder,12.671,1.104,10.8,677.08,0.944,13.4,75.3
2024-01-02 08:00:00,Military Road Feeder,8.468,1.333,11.06,441.86,0.844,12.3,74.9
2024-01-02 08:00:00,Barrage Colony Feeder,8.852,0.943,10.81,472.85,0.831,16.2,75.4
2024-01-02 08:00:00,Shikarpur Road Feeder,5.833,0.537,11.05,304.85,0.921,14.0,71.9
2024-01-02 08:00:00,Old Sukkur Residential Feeder,6.025,0.507,11.19,310.91,0.924,17.9,77.3
